	Ch0	Gen
	18:31.0	18:31.0
	4.00E-05	4.00E-05
		
Time	Ch0	Gen
0.0568	-2.47E-03	2.44E-01
0.05684	-1.16E-03	2.42E-01
0.05688	-2.47E-03	2.40E-01
0.05692	-1.49E-03	2.38E-01
0.05696	-2.47E-03	2.36E-01
0.057	-2.14E-03	2.35E-01
0.05704	-2.47E-03	2.32E-01
0.05708	-1.49E-03	2.31E-01
0.05712	-1.82E-03	2.29E-01
0.05716	-1.82E-03	2.26E-01
0.0572	-2.47E-03	2.25E-01
0.05724	-1.82E-03	2.24E-01
0.05728	-2.14E-03	2.22E-01
0.05732	-1.82E-03	2.20E-01
0.05736	-2.47E-03	2.18E-01
0.0574	-1.49E-03	2.17E-01
0.05744	-1.82E-03	2.15E-01
0.05748	-1.49E-03	2.13E-01
0.05752	-2.79E-03	2.12E-01
0.05756	-2.14E-03	2.10E-01
0.0576	-1.82E-03	2.07E-01
0.05764	-2.14E-03	2.06E-01
0.05768	-2.14E-03	2.05E-01
0.05772	-2.47E-03	2.03E-01
0.05776	-1.49E-03	2.01E-01
0.0578	-1.49E-03	1.99E-01
0.05784	-1.16E-03	1.98E-01
0.05788	-2.14E-03	1.97E-01
0.05792	-2.47E-03	1.94E-01
0.05796	-1.49E-03	1.93E-01
0.058	-2.47E-03	1.92E-01
0.05804	-1.82E-03	1.90E-01
0.05808	-1.82E-03	1.89E-01
0.05812	-2.47E-03	1.87E-01
0.05816	-2.14E-03	1.86E-01
0.0582	-2.14E-03	1.84E-01
0.05824	-1.82E-03	1.83E-01
0.05828	-1.82E-03	1.81E-01
0.05832	-2.47E-03	1.80E-01
0.05836	-1.49E-03	1.78E-01
0.0584	-1.82E-03	1.77E-01
0.05844	-2.14E-03	1.77E-01
0.05848	-2.14E-03	1.75E-01
0.05852	-2.47E-03	1.73E-01
0.05856	-1.49E-03	1.72E-01
0.0586	-1.82E-03	1.70E-01
0.05864	-2.79E-03	1.68E-01
0.05868	-2.14E-03	1.67E-01
0.05872	-1.49E-03	1.66E-01
0.05876	-1.49E-03	1.65E-01
0.0588	-1.49E-03	1.63E-01
0.05884	-2.14E-03	1.62E-01
0.05888	-1.82E-03	1.61E-01
0.05892	-1.82E-03	1.59E-01
0.05896	-2.14E-03	1.59E-01
0.059	-2.14E-03	1.58E-01
0.05904	-1.49E-03	1.55E-01
0.05908	-1.16E-03	1.54E-01
0.05912	-2.47E-03	1.53E-01
0.05916	-1.82E-03	1.52E-01
0.0592	-1.82E-03	1.51E-01
0.05924	-2.47E-03	1.49E-01
0.05928	-2.79E-03	1.48E-01
0.05932	-2.14E-03	1.47E-01
0.05936	-1.82E-03	1.46E-01
0.0594	-2.47E-03	1.45E-01
0.05944	-1.49E-03	1.44E-01
0.05948	-2.47E-03	1.43E-01
0.05952	-2.14E-03	1.41E-01
0.05956	-1.82E-03	1.40E-01
0.0596	-1.82E-03	1.40E-01
0.05964	-1.82E-03	1.38E-01
0.05968	-2.14E-03	1.37E-01
0.05972	-1.16E-03	1.35E-01
0.05976	-1.82E-03	1.35E-01
0.0598	-1.82E-03	1.34E-01
0.05984	-2.47E-03	1.32E-01
0.05988	-1.82E-03	1.32E-01
0.05992	-2.79E-03	1.30E-01
0.05996	-1.82E-03	1.30E-01
0.06	-2.47E-03	1.28E-01
0.06004	-3.12E-03	1.28E-01
0.06008	-1.82E-03	1.26E-01
0.06012	-2.14E-03	1.25E-01
0.06016	-2.47E-03	1.25E-01
0.0602	-2.79E-03	1.24E-01
0.06024	-1.82E-03	1.23E-01
0.06028	-1.82E-03	1.21E-01
0.06032	-1.82E-03	1.20E-01
0.06036	-2.14E-03	1.20E-01
0.0604	-2.79E-03	1.19E-01
0.06044	-3.77E-03	1.17E-01
0.06048	-2.47E-03	1.18E-01
0.06052	-1.49E-03	1.16E-01
0.06056	-1.49E-03	1.15E-01
0.0606	-2.14E-03	1.14E-01
0.06064	-2.14E-03	1.14E-01
0.06068	-2.14E-03	1.12E-01
0.06072	-1.49E-03	1.12E-01
0.06076	-2.14E-03	1.11E-01
0.0608	-2.14E-03	1.10E-01
0.06084	-2.14E-03	1.09E-01
0.06088	-3.12E-03	1.08E-01
0.06092	-2.14E-03	1.07E-01
0.06096	-2.14E-03	1.05E-01
0.061	-2.14E-03	1.05E-01
0.06104	-2.14E-03	1.05E-01
0.06108	-1.82E-03	1.03E-01
0.06112	-8.37E-04	1.03E-01
0.06116	-2.14E-03	1.02E-01
0.0612	-1.82E-03	1.01E-01
0.06124	-2.14E-03	1.00E-01
0.06128	-2.14E-03	9.96E-02
0.06132	-1.49E-03	9.86E-02
0.06136	-2.14E-03	9.79E-02
0.0614	-1.82E-03	9.70E-02
0.06144	-1.82E-03	9.70E-02
0.06148	-1.82E-03	9.57E-02
0.06152	-1.82E-03	9.57E-02
0.06156	-1.82E-03	9.40E-02
0.0616	-1.49E-03	9.37E-02
0.06164	-1.16E-03	9.27E-02
0.06168	-1.49E-03	9.21E-02
0.06172	-2.79E-03	9.11E-02
0.06176	-1.82E-03	9.04E-02
0.0618	-2.14E-03	9.01E-02
0.06184	-2.47E-03	8.91E-02
0.06188	-2.79E-03	8.85E-02
0.06192	-1.49E-03	8.75E-02
0.06196	-2.47E-03	8.75E-02
0.062	-1.49E-03	8.65E-02
0.06204	-1.82E-03	8.52E-02
0.06208	-1.82E-03	8.46E-02
0.06212	-1.82E-03	8.36E-02
0.06216	-1.82E-03	8.39E-02
0.0622	-1.82E-03	8.33E-02
0.06224	-1.49E-03	8.16E-02
0.06228	-2.14E-03	8.16E-02
0.06232	-2.47E-03	8.10E-02
0.06236	-1.49E-03	8.03E-02
0.0624	-2.47E-03	7.90E-02
0.06244	-2.14E-03	7.97E-02
0.06248	-2.47E-03	7.81E-02
0.06252	-1.82E-03	7.74E-02
0.06256	-1.82E-03	7.68E-02
0.0626	-2.14E-03	7.68E-02
0.06264	-2.14E-03	7.58E-02
0.06268	-1.16E-03	7.54E-02
0.06272	-2.79E-03	7.51E-02
0.06276	-1.49E-03	7.45E-02
0.0628	-1.82E-03	7.32E-02
0.06284	-2.47E-03	7.32E-02
0.06288	-1.82E-03	7.25E-02
0.06292	-2.79E-03	7.19E-02
0.06296	-2.47E-03	7.06E-02
0.063	-2.14E-03	7.06E-02
0.06304	-2.47E-03	6.96E-02
0.06308	-2.14E-03	7.02E-02
0.06312	-2.14E-03	6.89E-02
0.06316	-2.79E-03	6.86E-02
0.0632	-1.82E-03	6.76E-02
0.06324	-2.47E-03	6.79E-02
0.06328	-1.82E-03	6.70E-02
0.06332	-2.14E-03	6.57E-02
0.06336	-1.82E-03	6.57E-02
0.0634	-1.16E-03	6.53E-02
0.06344	-2.14E-03	6.50E-02
0.06348	-1.49E-03	6.44E-02
0.06352	-2.79E-03	6.37E-02
0.06356	-2.14E-03	6.27E-02
0.0636	-2.14E-03	6.27E-02
0.06364	-2.47E-03	6.24E-02
0.06368	-2.14E-03	6.08E-02
0.06372	-1.49E-03	6.18E-02
0.06376	-1.49E-03	6.08E-02
0.0638	-1.49E-03	5.95E-02
0.06384	-2.47E-03	5.95E-02
0.06388	-1.49E-03	5.95E-02
0.06392	-2.14E-03	5.91E-02
0.06396	-2.14E-03	5.85E-02
0.064	-2.79E-03	5.69E-02
0.06404	-1.82E-03	5.72E-02
0.06408	-1.49E-03	5.75E-02
0.06412	-2.47E-03	5.72E-02
0.06416	-2.14E-03	5.59E-02
0.0642	-1.82E-03	5.49E-02
0.06424	-2.47E-03	5.56E-02
0.06428	-2.79E-03	5.49E-02
0.06432	-1.49E-03	5.43E-02
0.06436	-2.79E-03	5.43E-02
0.0644	-1.82E-03	5.36E-02
0.06444	-2.47E-03	5.36E-02
0.06448	-1.82E-03	5.26E-02
0.06452	-2.47E-03	5.23E-02
0.06456	-2.14E-03	5.23E-02
0.0646	-2.47E-03	5.07E-02
0.06464	-1.82E-03	5.07E-02
0.06468	-1.49E-03	5.03E-02
0.06472	-2.14E-03	4.97E-02
0.06476	-1.49E-03	4.90E-02
0.0648	-1.49E-03	4.97E-02
0.06484	-1.49E-03	4.87E-02
0.06488	-2.14E-03	4.84E-02
0.06492	-1.82E-03	4.77E-02
0.06496	-2.47E-03	4.68E-02
0.065	-1.49E-03	4.74E-02
0.06504	-1.49E-03	4.64E-02
0.06508	-1.82E-03	4.64E-02
0.06512	-2.14E-03	4.61E-02
0.06516	-1.49E-03	4.58E-02
0.0652	-1.49E-03	4.55E-02
0.06524	-2.47E-03	4.45E-02
0.06528	-1.16E-03	4.45E-02
0.06532	-1.49E-03	4.42E-02
0.06536	-1.49E-03	4.35E-02
0.0654	-2.47E-03	4.38E-02
0.06544	-1.82E-03	4.35E-02
0.06548	-1.49E-03	4.35E-02
0.06552	-2.14E-03	4.22E-02
0.06556	-1.82E-03	4.19E-02
0.0656	-2.14E-03	4.19E-02
0.06564	-1.49E-03	4.15E-02
0.06568	-2.47E-03	4.06E-02
0.06572	-1.82E-03	4.06E-02
0.06576	-2.79E-03	4.06E-02
0.0658	-2.14E-03	4.02E-02
0.06584	-1.49E-03	4.02E-02
0.06588	-2.14E-03	3.99E-02
0.06592	-3.12E-03	3.86E-02
0.06596	-1.82E-03	3.83E-02
0.066	-2.47E-03	3.89E-02
0.06604	-2.79E-03	3.83E-02
0.06608	-1.49E-03	3.86E-02
0.06612	-1.82E-03	3.76E-02
0.06616	-1.49E-03	3.76E-02
0.0662	-1.49E-03	3.76E-02
0.06624	-1.16E-03	3.70E-02
0.06628	-1.82E-03	3.67E-02
0.06632	-1.82E-03	3.60E-02
0.06636	-2.14E-03	3.63E-02
0.0664	-1.49E-03	3.63E-02
0.06644	-2.47E-03	3.57E-02
0.06648	-1.49E-03	3.50E-02
0.06652	-2.14E-03	3.44E-02
0.06656	-2.14E-03	3.53E-02
0.0666	-1.82E-03	3.44E-02
0.06664	-1.16E-03	3.44E-02
0.06668	-1.82E-03	3.34E-02
0.06672	-2.14E-03	3.34E-02
0.06676	-1.49E-03	3.34E-02
0.0668	-2.47E-03	3.31E-02
0.06684	-1.16E-03	3.27E-02
0.06688	-1.82E-03	3.27E-02
0.06692	-1.49E-03	3.21E-02
0.06696	-1.82E-03	3.21E-02
0.067	-2.79E-03	3.14E-02
0.06704	-1.49E-03	3.18E-02
0.06708	-1.82E-03	3.11E-02
0.06712	-2.14E-03	3.11E-02
0.06716	-2.14E-03	3.05E-02
0.0672	-1.49E-03	3.05E-02
0.06724	-2.47E-03	3.01E-02
0.06728	-1.49E-03	3.05E-02
0.06732	-2.14E-03	2.92E-02
0.06736	-2.14E-03	2.95E-02
0.0674	-1.49E-03	2.88E-02
0.06744	-2.47E-03	2.85E-02
0.06748	-2.14E-03	2.88E-02
0.06752	-1.82E-03	2.88E-02
0.06756	-2.79E-03	2.75E-02
0.0676	-2.14E-03	2.75E-02
0.06764	-2.14E-03	2.75E-02
0.06768	-2.79E-03	2.72E-02
0.06772	-1.49E-03	2.72E-02
0.06776	-1.82E-03	2.72E-02
0.0678	-2.14E-03	2.72E-02
0.06784	-2.14E-03	2.65E-02
0.06788	-2.47E-03	2.72E-02
0.06792	-2.14E-03	2.62E-02
0.06796	-2.14E-03	2.62E-02
0.068	-2.47E-03	2.62E-02
0.06804	-1.82E-03	2.52E-02
0.06808	-1.49E-03	2.49E-02
0.06812	-2.79E-03	2.52E-02
0.06816	-1.82E-03	2.49E-02
0.0682	-1.49E-03	2.49E-02
0.06824	-2.79E-03	2.49E-02
0.06828	-2.47E-03	2.46E-02
0.06832	-1.82E-03	2.43E-02
0.06836	-1.82E-03	2.39E-02
0.0684	-1.49E-03	2.39E-02
0.06844	-2.47E-03	2.39E-02
0.06848	-1.49E-03	2.33E-02
0.06852	-3.12E-03	2.33E-02
0.06856	-2.14E-03	2.30E-02
0.0686	-2.14E-03	2.30E-02
0.06864	-1.82E-03	2.23E-02
0.06868	-2.47E-03	2.23E-02
0.06872	-2.14E-03	2.23E-02
0.06876	-1.82E-03	2.23E-02
0.0688	-1.49E-03	2.13E-02
0.06884	-1.49E-03	2.20E-02
0.06888	-1.49E-03	2.17E-02
0.06892	-2.14E-03	2.20E-02
0.06896	-2.14E-03	2.17E-02
0.069	-2.47E-03	2.13E-02
0.06904	-1.82E-03	2.10E-02
0.06908	-1.82E-03	2.10E-02
0.06912	-2.14E-03	2.07E-02
0.06916	-1.16E-03	2.10E-02
0.0692	-2.14E-03	2.07E-02
0.06924	-2.14E-03	2.04E-02
0.06928	-2.14E-03	2.00E-02
0.06932	-1.49E-03	2.00E-02
0.06936	-2.14E-03	1.97E-02
0.0694	-1.82E-03	1.97E-02
0.06944	-1.82E-03	1.87E-02
0.06948	-1.82E-03	1.87E-02
0.06952	-2.47E-03	1.87E-02
0.06956	-2.79E-03	1.87E-02
0.0696	-2.14E-03	1.90E-02
0.06964	-2.47E-03	1.94E-02
0.06968	-1.82E-03	1.87E-02
0.06972	-2.14E-03	1.81E-02
0.06976	-1.16E-03	1.77E-02
0.0698	-1.49E-03	1.87E-02
0.06984	-1.82E-03	1.81E-02
0.06988	-2.14E-03	1.77E-02
0.06992	-2.14E-03	1.77E-02
0.06996	-1.16E-03	1.74E-02
0.07	-1.49E-03	1.74E-02
0.07004	-2.47E-03	1.68E-02
0.07008	-2.79E-03	1.64E-02
0.07012	-2.79E-03	1.74E-02
0.07016	-2.14E-03	1.71E-02
0.0702	-2.47E-03	1.64E-02
0.07024	-1.82E-03	1.68E-02
0.07028	-2.47E-03	1.61E-02
0.07032	-2.14E-03	1.61E-02
0.07036	-1.16E-03	1.58E-02
0.0704	-2.14E-03	1.64E-02
0.07044	-1.49E-03	1.55E-02
0.07048	-2.14E-03	1.55E-02
0.07052	-1.82E-03	1.55E-02
0.07056	-1.16E-03	1.48E-02
0.0706	-1.16E-03	1.51E-02
0.07064	-2.14E-03	1.51E-02
0.07068	-1.49E-03	1.55E-02
0.07072	-2.14E-03	1.55E-02
0.07076	-2.79E-03	1.45E-02
0.0708	-1.82E-03	1.42E-02
0.07084	-2.14E-03	1.48E-02
0.07088	-2.47E-03	1.42E-02
0.07092	-2.47E-03	1.42E-02
0.07096	-1.82E-03	1.38E-02
0.071	-1.49E-03	1.45E-02
0.07104	-8.37E-04	1.35E-02
0.07108	-1.16E-03	1.42E-02
0.07112	-1.82E-03	1.35E-02
0.07116	-1.49E-03	1.32E-02
0.0712	-1.82E-03	1.29E-02
0.07124	-2.79E-03	1.32E-02
0.07128	-1.49E-03	1.32E-02
0.07132	-1.49E-03	1.32E-02
0.07136	-2.14E-03	1.35E-02
0.0714	-2.47E-03	1.19E-02
0.07144	-1.49E-03	1.29E-02
0.07148	-1.49E-03	1.25E-02
0.07152	-2.14E-03	1.25E-02
0.07156	-2.47E-03	1.22E-02
0.0716	-2.14E-03	1.19E-02
0.07164	-2.14E-03	1.19E-02
0.07168	-2.14E-03	1.25E-02
0.07172	-2.14E-03	1.22E-02
0.07176	-1.49E-03	1.19E-02
0.0718	-2.14E-03	1.16E-02
0.07184	-1.49E-03	1.16E-02
0.07188	-1.82E-03	1.12E-02
0.07192	-1.82E-03	1.16E-02
0.07196	-1.82E-03	1.19E-02
0.072	-2.14E-03	1.16E-02
0.07204	-2.79E-03	1.16E-02
0.07208	-2.47E-03	1.09E-02
0.07212	-1.82E-03	1.12E-02
0.07216	-2.47E-03	1.09E-02
0.0722	-2.14E-03	1.09E-02
0.07224	-2.47E-03	9.92E-03
0.07228	-1.49E-03	1.06E-02
0.07232	-1.16E-03	1.09E-02
0.07236	-2.47E-03	1.02E-02
0.0724	-2.14E-03	9.92E-03
0.07244	-2.14E-03	9.59E-03
0.07248	-2.14E-03	9.59E-03
0.07252	-2.47E-03	9.59E-03
0.07256	-1.82E-03	9.92E-03
0.0726	-2.79E-03	9.59E-03
0.07264	-1.16E-03	9.92E-03
0.07268	-2.14E-03	9.27E-03
0.07272	-2.14E-03	9.92E-03
0.07276	-1.82E-03	9.27E-03
0.0728	-2.14E-03	8.94E-03
0.07284	-2.14E-03	9.59E-03
0.07288	-2.14E-03	9.59E-03
0.07292	-2.14E-03	8.29E-03
0.07296	-2.14E-03	8.62E-03
0.073	-2.47E-03	9.92E-03
0.07304	-1.49E-03	8.94E-03
0.07308	-2.14E-03	8.94E-03
0.07312	-2.14E-03	8.29E-03
0.07316	-1.82E-03	8.29E-03
0.0732	-3.45E-03	8.62E-03
0.07324	-1.49E-03	8.94E-03
0.07328	-2.14E-03	8.62E-03
0.07332	-1.82E-03	8.62E-03
0.07336	-2.47E-03	8.29E-03
0.0734	-2.14E-03	8.62E-03
0.07344	-2.14E-03	7.96E-03
0.07348	-2.14E-03	7.64E-03
0.07352	-1.82E-03	8.29E-03
0.07356	-2.79E-03	8.29E-03
0.0736	-2.47E-03	7.31E-03
0.07364	-2.79E-03	7.96E-03
0.07368	-1.82E-03	7.64E-03
0.07372	-1.82E-03	7.96E-03
0.07376	-1.82E-03	7.96E-03
0.0738	-2.14E-03	7.64E-03
0.07384	-2.14E-03	7.64E-03
0.07388	-2.79E-03	7.31E-03
0.07392	-2.14E-03	7.64E-03
0.07396	-1.49E-03	6.99E-03
0.074	-2.14E-03	7.64E-03
0.07404	-1.82E-03	7.64E-03
0.07408	-1.82E-03	7.31E-03
0.07412	-2.14E-03	6.99E-03
0.07416	-2.47E-03	7.31E-03
0.0742	-1.82E-03	7.31E-03
0.07424	-1.82E-03	6.66E-03
0.07428	-1.82E-03	8.29E-03
0.07432	-1.49E-03	6.99E-03
0.07436	-1.82E-03	6.33E-03
0.0744	-2.14E-03	6.66E-03
0.07444	-1.49E-03	6.33E-03
0.07448	-2.79E-03	6.99E-03
0.07452	-2.47E-03	6.01E-03
0.07456	-1.82E-03	6.01E-03
0.0746	-2.79E-03	6.33E-03
0.07464	-1.49E-03	6.33E-03
0.07468	-1.82E-03	6.99E-03
0.07472	-3.12E-03	5.36E-03
0.07476	-1.82E-03	6.66E-03
0.0748	-2.14E-03	6.33E-03
0.07484	-2.14E-03	6.01E-03
0.07488	-2.14E-03	6.33E-03
0.07492	-2.47E-03	6.66E-03
0.07496	-2.14E-03	5.36E-03
0.075	8.33E-01	8.62E-03
0.07504	9.97E-01	1.87E-02
0.07508	9.97E-01	2.88E-02
0.07512	9.97E-01	3.67E-02
0.07516	9.98E-01	4.58E-02
0.0752	9.97E-01	5.43E-02
0.07524	9.97E-01	6.24E-02
0.07528	9.97E-01	7.06E-02
0.07532	9.97E-01	7.90E-02
0.07536	9.97E-01	8.65E-02
0.0754	9.98E-01	9.44E-02
0.07544	9.97E-01	1.02E-01
0.07548	9.97E-01	1.10E-01
0.07552	9.97E-01	1.18E-01
0.07556	9.97E-01	1.25E-01
0.0756	9.97E-01	1.32E-01
0.07564	9.97E-01	1.40E-01
0.07568	9.97E-01	1.47E-01
0.07572	9.97E-01	1.54E-01
0.07576	9.98E-01	1.61E-01
0.0758	9.97E-01	1.68E-01
0.07584	9.96E-01	1.76E-01
0.07588	9.97E-01	1.82E-01
0.07592	9.97E-01	1.89E-01
0.07596	9.98E-01	1.96E-01
0.076	9.97E-01	2.03E-01
0.07604	9.98E-01	2.09E-01
0.07608	9.97E-01	2.15E-01
0.07612	9.97E-01	2.22E-01
0.07616	9.97E-01	2.28E-01
0.0762	9.97E-01	2.35E-01
0.07624	9.97E-01	2.41E-01
0.07628	9.98E-01	2.48E-01
0.07632	9.97E-01	2.53E-01
0.07636	9.97E-01	2.59E-01
0.0764	9.97E-01	2.66E-01
0.07644	9.98E-01	2.71E-01
0.07648	9.98E-01	2.77E-01
0.07652	9.97E-01	2.83E-01
0.07656	9.97E-01	2.90E-01
0.0766	9.97E-01	2.95E-01
0.07664	9.97E-01	3.00E-01
0.07668	9.97E-01	3.07E-01
0.07672	9.96E-01	3.12E-01
0.07676	9.97E-01	3.17E-01
0.0768	9.97E-01	3.23E-01
0.07684	9.98E-01	3.29E-01
0.07688	9.97E-01	3.34E-01
0.07692	9.98E-01	3.40E-01
0.07696	9.97E-01	3.45E-01
0.077	9.98E-01	3.51E-01
0.07704	9.97E-01	3.55E-01
0.07708	9.98E-01	3.61E-01
0.07712	9.98E-01	3.67E-01
0.07716	9.97E-01	3.71E-01
0.0772	9.97E-01	3.76E-01
0.07724	9.97E-01	3.81E-01
0.07728	9.97E-01	3.86E-01
0.07732	9.97E-01	3.91E-01
0.07736	9.98E-01	3.96E-01
0.0774	9.97E-01	4.01E-01
0.07744	9.97E-01	4.06E-01
0.07748	9.97E-01	4.10E-01
0.07752	9.97E-01	4.15E-01
0.07756	9.97E-01	4.20E-01
0.0776	9.98E-01	4.25E-01
0.07764	9.97E-01	4.29E-01
0.07768	9.96E-01	4.34E-01
0.07772	9.97E-01	4.39E-01
0.07776	9.97E-01	4.44E-01
0.0778	9.97E-01	4.48E-01
0.07784	9.97E-01	4.52E-01
0.07788	9.98E-01	4.57E-01
0.07792	9.97E-01	4.61E-01
0.07796	9.97E-01	4.65E-01
0.078	9.97E-01	4.69E-01
0.07804	9.97E-01	4.74E-01
0.07808	9.97E-01	4.79E-01
0.07812	9.97E-01	4.82E-01
0.07816	9.97E-01	4.86E-01
0.0782	9.97E-01	4.90E-01
0.07824	9.97E-01	4.94E-01
0.07828	9.97E-01	4.99E-01
0.07832	9.97E-01	5.03E-01
0.07836	9.97E-01	5.06E-01
0.0784	9.97E-01	5.11E-01
0.07844	9.97E-01	5.15E-01
0.07848	9.98E-01	5.18E-01
0.07852	9.98E-01	5.23E-01
0.07856	9.96E-01	5.26E-01
0.0786	9.97E-01	5.30E-01
0.07864	9.98E-01	5.33E-01
0.07868	9.96E-01	5.37E-01
0.07872	9.97E-01	5.42E-01
0.07876	9.97E-01	5.44E-01
0.0788	9.98E-01	5.49E-01
0.07884	9.97E-01	5.52E-01
0.07888	9.97E-01	5.56E-01
0.07892	9.98E-01	5.59E-01
0.07896	9.97E-01	5.63E-01
0.079	9.98E-01	5.66E-01
0.07904	9.97E-01	5.70E-01
0.07908	9.98E-01	5.73E-01
0.07912	9.97E-01	5.77E-01
0.07916	9.97E-01	5.80E-01
0.0792	9.98E-01	5.83E-01
0.07924	9.97E-01	5.87E-01
0.07928	9.97E-01	5.91E-01
0.07932	9.98E-01	5.93E-01
0.07936	9.96E-01	5.96E-01
0.0794	9.97E-01	5.99E-01
0.07944	9.98E-01	6.03E-01
0.07948	9.97E-01	6.06E-01
0.07952	9.97E-01	6.09E-01
0.07956	9.97E-01	6.12E-01
0.0796	9.97E-01	6.16E-01
0.07964	9.97E-01	6.18E-01
0.07968	9.97E-01	6.21E-01
0.07972	9.97E-01	6.25E-01
0.07976	9.98E-01	6.28E-01
0.0798	9.97E-01	6.30E-01
0.07984	9.97E-01	6.33E-01
0.07988	9.97E-01	6.36E-01
0.07992	9.98E-01	6.39E-01
0.07996	9.97E-01	6.42E-01
0.08	9.97E-01	6.44E-01
0.08004	9.98E-01	6.48E-01
0.08008	9.97E-01	6.51E-01
0.08012	9.97E-01	6.53E-01
0.08016	9.97E-01	6.56E-01
0.0802	9.97E-01	6.58E-01
0.08024	9.98E-01	6.61E-01
0.08028	9.97E-01	6.64E-01
0.08032	9.97E-01	6.66E-01
0.08036	9.97E-01	6.70E-01
0.0804	9.97E-01	6.72E-01
0.08044	9.97E-01	6.74E-01
0.08048	9.96E-01	6.77E-01
0.08052	9.97E-01	6.80E-01
0.08056	9.97E-01	6.82E-01
0.0806	9.97E-01	6.85E-01
0.08064	9.97E-01	6.87E-01
0.08068	9.97E-01	6.89E-01
0.08072	9.97E-01	6.93E-01
0.08076	9.98E-01	6.94E-01
0.0808	9.98E-01	6.97E-01
0.08084	9.97E-01	7.00E-01
0.08088	9.97E-01	7.02E-01
0.08092	9.97E-01	7.05E-01
0.08096	9.97E-01	7.06E-01
0.081	9.97E-01	7.09E-01
0.08104	9.96E-01	7.11E-01
0.08108	9.96E-01	7.13E-01
0.08112	9.97E-01	7.15E-01
0.08116	9.98E-01	7.18E-01
0.0812	9.97E-01	7.21E-01
0.08124	9.97E-01	7.23E-01
0.08128	9.97E-01	7.24E-01
0.08132	9.97E-01	7.27E-01
0.08136	9.97E-01	7.29E-01
0.0814	9.98E-01	7.32E-01
0.08144	9.98E-01	7.33E-01
0.08148	9.97E-01	7.35E-01
0.08152	9.97E-01	7.38E-01
0.08156	9.97E-01	7.40E-01
0.0816	9.97E-01	7.41E-01
0.08164	9.97E-01	7.43E-01
0.08168	9.97E-01	7.45E-01
0.08172	9.97E-01	7.48E-01
0.08176	9.97E-01	7.50E-01
0.0818	9.97E-01	7.52E-01
0.08184	9.96E-01	7.53E-01
0.08188	9.98E-01	7.55E-01
0.08192	9.97E-01	7.57E-01
0.08196	9.97E-01	7.58E-01
0.082	9.98E-01	7.61E-01
0.08204	9.97E-01	7.63E-01
0.08208	9.97E-01	7.65E-01
0.08212	9.97E-01	7.66E-01
0.08216	9.97E-01	7.69E-01
0.0822	9.97E-01	7.70E-01
0.08224	9.97E-01	7.72E-01
0.08228	9.97E-01	7.74E-01
0.08232	9.97E-01	7.76E-01
0.08236	9.98E-01	7.77E-01
0.0824	9.97E-01	7.79E-01
0.08244	9.97E-01	7.81E-01
0.08248	9.98E-01	7.83E-01
0.08252	9.97E-01	7.84E-01
0.08256	9.97E-01	7.85E-01
0.0826	9.97E-01	7.87E-01
0.08264	9.98E-01	7.89E-01
0.08268	9.98E-01	7.90E-01
0.08272	9.96E-01	7.92E-01
0.08276	9.98E-01	7.94E-01
0.0828	9.96E-01	7.96E-01
0.08284	9.97E-01	7.98E-01
0.08288	9.97E-01	7.98E-01
0.08292	9.97E-01	8.00E-01
0.08296	9.97E-01	8.02E-01
0.083	9.98E-01	8.04E-01
0.08304	9.97E-01	8.05E-01
0.08308	9.97E-01	8.07E-01
0.08312	9.97E-01	8.09E-01
0.08316	9.97E-01	8.10E-01
0.0832	9.98E-01	8.12E-01
0.08324	9.97E-01	8.13E-01
0.08328	9.97E-01	8.14E-01
0.08332	9.97E-01	8.16E-01
0.08336	9.98E-01	8.16E-01
0.0834	9.97E-01	8.18E-01
0.08344	9.97E-01	8.20E-01
0.08348	9.96E-01	8.21E-01
0.08352	9.97E-01	8.22E-01
0.08356	9.97E-01	8.24E-01
0.0836	9.98E-01	8.25E-01
0.08364	9.98E-01	8.26E-01
0.08368	9.97E-01	8.28E-01
0.08372	9.98E-01	8.29E-01
0.08376	9.97E-01	8.30E-01
0.0838	9.97E-01	8.32E-01
0.08384	9.97E-01	8.33E-01
0.08388	9.97E-01	8.34E-01
0.08392	9.98E-01	8.36E-01
0.08396	9.97E-01	8.37E-01
0.084	9.97E-01	8.38E-01
0.08404	9.97E-01	8.39E-01
0.08408	9.98E-01	8.41E-01
0.08412	9.97E-01	8.42E-01
0.08416	9.96E-01	8.44E-01
0.0842	9.97E-01	8.44E-01
0.08424	9.97E-01	8.45E-01
0.08428	9.97E-01	8.47E-01
0.08432	9.97E-01	8.48E-01
0.08436	9.97E-01	8.49E-01
0.0844	9.98E-01	8.51E-01
0.08444	9.98E-01	8.52E-01
0.08448	9.97E-01	8.53E-01
0.08452	9.98E-01	8.55E-01
0.08456	9.97E-01	8.55E-01
0.0846	9.98E-01	8.57E-01
0.08464	9.97E-01	8.58E-01
0.08468	9.97E-01	8.58E-01
0.08472	9.97E-01	8.59E-01
0.08476	9.97E-01	8.60E-01
0.0848	9.99E-01	8.61E-01
0.08484	9.96E-01	8.63E-01
0.08488	9.97E-01	8.63E-01
0.08492	9.96E-01	8.65E-01
0.08496	9.97E-01	8.66E-01
0.085	9.97E-01	8.67E-01
0.08504	9.97E-01	8.67E-01
0.08508	9.98E-01	8.69E-01
0.08512	9.98E-01	8.70E-01
0.08516	9.97E-01	8.71E-01
0.0852	9.97E-01	8.72E-01
